TAZ,POP,GQ,HR,RC,HU,HH1,HH2,HH3,HH4,HH5,MILI,GOVT,HOTEL,AG,TCU,INDUS,FIRE,SERV,RETAIL,CSTR,TOTALEMP,TOTALHH,TERMTYPE,TERMTIME,WORK_DAILY,NONWRK_HRLY,PERCWLK,PRV_UNIV_ENROLL,PUB_UNIV_ENROLL,PRV_K12_ENROLL,PUB_K12_ENROLL,SCHOOLS,GQWRK,NONVISRET,VISPRCAUTO,VISPRCTOUR,MILI_BASE,GQTYPE,TD,SHRWRKPKGPROVIDED
152,179,7,0,0,51,9,17,7,4,11,0,16,0,0,2,11,25,321,20,35,430,48,3,1,3.47765,1.25033,100,0,0,0,0,0,0,0,0,0,0,1,25,0.30814
153,268,2,0,0,113,23,35,27,9,11,0,37,0,0,0,2,37,550,158,63,847,105,2,3,3.53606,1.31577,100,0,0,0,0,1,23,0,0,0,0,1,25,0.30814
154,925,6,0,0,564,322,104,60,31,17,0,3,0,0,2,22,94,112,20,40,293,534,2,3,3.98446,1.33445,100,0,0,0,0,1,0,734,0,0,0,3,3,0.64684
155,932,0,0,0,453,137,136,69,46,23,0,0,0,0,3,3,0,123,8,45,182,411,2,3,4.02315,1.38477,100,0,0,0,0,0,5,11,0,0,0,0,3,0.64684
156,939,0,0,0,458,145,160,67,37,22,0,0,0,0,0,0,6,28,0,28,62,431,2,3,3.76281,1.10282,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684
157,1344,0,0,0,676,226,200,100,80,19,0,0,0,0,0,8,45,37,8,62,160,625,2,3,3.43271,0.852894,100,0,0,0,0,1,0,47,0,0,0,0,3,0.64684
158,1724,7,0,0,882,347,274,97,68,47,0,2,0,2,12,11,172,262,42,24,527,833,2,3,4.41057,1.29679,100,0,0,0,0,0,0,0,0,0,0,3,3,0.64684
159,950,13,0,0,484,173,150,71,34,24,0,0,0,0,6,24,26,138,8,11,213,452,2,3,4.23572,1.22358,100,0,0,0,0,0,0,0,0,0,0,3,3,0.64684
160,566,0,0,0,351,158,121,26,22,0,0,19,0,0,13,69,69,484,247,53,954,327,2,3,4.68631,1.20514,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684
161,330,0,0,0,123,30,28,16,8,32,0,2,0,0,0,0,2,123,17,41,185,114,3,1,5.03077,1.36184,100,0,0,0,0,4,0,0,0,0,0,0,3,0.64684
162,222,0,0,0,79,22,13,10,11,17,0,0,0,0,0,4,18,33,33,52,140,73,3,1,4.69935,1.44857,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684
163,366,0,0,0,180,68,50,28,4,16,0,19,0,0,34,24,99,435,101,49,761,166,2,3,4.51462,1.33484,100,0,0,0,0,0,0,168,0,0,0,0,3,0.64684
164,702,0,0,0,365,176,85,44,15,29,0,54,0,0,16,19,129,958,210,78,1464,349,3,1,3.47394,1.31074,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684
165,451,119,0,0,242,95,60,42,25,2,0,0,0,0,1,6,16,146,12,12,193,224,3,1,3.79522,1.5869,100,0,0,0,0,0,0,1183,0,0,0,4,3,0.64684
166,636,29,0,0,282,61,100,52,37,13,0,29,0,0,3,0,2,2213,0,32,2279,263,3,1,3.35365,1.56685,100,0,0,0,30,0,0,1827,0,0,0,1,3,0.64684
167,876,42,0,0,486,211,132,78,8,23,0,20,0,0,56,22,72,206,59,45,480,452,2,3,4.63419,1.26212,100,0,0,0,0,1,6,111,0,0,0,1,3,0.64684
168,722,0,0,0,348,118,101,49,40,19,0,3,0,0,4,3,3,450,16,8,487,327,2,3,2.9848,1.19936,100,0,0,0,1547,0,0,0,0,0,0,0,3,0.64684
169,696,5,0,0,413,186,105,52,25,7,0,46,0,2,55,74,27,480,196,57,937,375,2,3,3.23545,1.18851,100,0,0,0,0,0,0,0,0,0,0,3,3,0.64684
170,521,0,0,0,242,66,90,46,13,13,0,0,0,0,0,7,68,7,0,108,190,228,2,3,2.79603,1.17561,100,0,0,0,948,0,0,0,0,0,0,0,3,0.64684
171,1349,7,0,0,782,370,194,75,43,38,0,19,0,0,3,11,30,66,75,119,323,720,2,3,2.38708,1.10929,100,0,0,0,0,0,0,457,0,0,0,3,3,0.64684
172,522,0,0,0,290,115,76,40,15,15,0,11,0,0,9,0,32,225,90,32,399,261,2,3,2.3148,1.07726,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684
173,307,0,0,0,157,50,54,25,11,6,0,0,0,0,0,0,1,194,7,6,208,146,2,3,2.24894,1.10701,100,0,0,0,0,4,0,0,0,0,0,3,3,0.64684
174,658,0,0,0,425,227,97,48,22,1,0,0,0,0,6,6,78,123,15,11,239,395,2,3,1.94008,1.06595,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684
175,0,31,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,67,23,30,145,0,2,3,1.86369,1.83902,100,0,0,0,0,0,0,285,0,0,0,3,3,0.64684
176,0,0,0,0,0,0,0,0,0,0,0,276,34,0,12,84,160,2052,5,81,2704,0,2,3,1.63396,2.07673,100,0,0,0,0,0,0,460,1,0,0,0,3,0.64684
177,1804,72,0,0,1016,422,385,97,15,30,0,7,0,0,6,15,28,370,3,9,438,949,2,3,1.57975,2.42099,100,0,0,0,0,0,0,499,1,0,0,4,3,0.64684
178,586,0,0,0,366,101,108,40,18,11,0,81,758,12,6,5,123,572,106,17,1680,278,2,3,1.44913,1.99318,100,0,0,0,0,0,0,831,1,0,0,0,3,0.64684
179,1098,0,0,0,700,353,216,50,26,10,0,106,0,30,183,43,466,1249,187,18,2282,655,2,3,1.79277,1.4211,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684
180,245,0,0,0,92,11,25,20,31,0,0,32,0,2,11,4,37,266,208,54,614,87,2,3,3.98868,1.1326,100,0,0,0,0,0,0,72,0,0,0,0,3,0.64684
181,2033,0,0,0,1161,598,301,107,53,55,0,37,0,4,7,73,23,194,34,37,409,1114,2,3,5.04894,1.06581,100,0,0,0,0,0,0,1217,1,0,0,0,3,0.64684
182,1309,0,0,0,867,443,204,77,35,17,0,69,96,23,49,211,86,887,178,27,1626,776,2,3,6.74887,1.0268,100,0,0,0,0,0,0,0,1,0,0,0,3,0.64684
183,1620,0,0,0,1050,553,290,84,42,12,0,35,2,10,142,10,268,1128,380,20,1995,981,2,3,5.5245,1.14705,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684
184,155,0,0,2,95,44,28,15,0,2,0,49,0,7,1,3,397,311,24,44,836,89,2,3,3.94581,1.35976,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684
185,358,0,3840,2823,226,106,74,20,11,0,0,92,0,11,19,35,614,2524,217,12,3524,211,2,3,3.89439,1.40947,100,51,0,0,0,0,0,0,0,0,0,0,3,0.64684
186,3,0,0,0,1,0,0,1,0,0,0,107,1143,10,6,50,33,823,4557,59,6788,1,2,3,2.35976,2.82385,100,0,0,0,0,4,10,0,0,0,0,0,26,0.941176
187,169,0,0,0,90,37,26,6,14,1,0,38,0,4,19,20,561,568,145,13,1368,84,2,3,5.79681,1.33517,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684
188,1534,0,0,0,805,291,251,129,51,30,0,88,71,6,76,39,995,2877,734,477,5363,752,2,3,6.3439,1.39876,100,0,0,0,0,0,18,0,0,0,0,0,3,0.64684
189,1154,9,114,99,655,312,159,67,62,12,0,34,0,3,11,142,1926,252,108,21,2497,612,2,3,7.1703,1.16013,100,0,0,0,0,0,0,0,1,0,0,3,3,0.64684
190,1890,38,0,0,1161,607,316,113,44,23,0,48,0,1,12,49,139,687,173,42,1151,1103,2,3,5.47893,1.08008,100,0,0,0,0,0,0,0,1,0,0,1,3,0.64684
191,1403,9,0,0,751,230,272,107,77,0,0,115,0,0,5,7,13,752,141,77,1110,686,2,3,4.89635,1.32306,100,0,0,291,0,0,0,1046,1,0,0,1,3,0.64684
192,1533,0,0,0,788,340,182,54,92,57,0,38,0,3,7,39,203,333,222,53,898,725,2,3,5.8188,1.39478,100,0,0,0,0,0,0,0,1,0,0,0,3,0.64684
193,700,0,0,0,356,141,84,46,27,23,0,143,0,5,25,117,444,1688,175,30,2627,321,2,3,6.1659,1.37979,100,43,0,0,0,0,0,0,1,0,0,0,3,0.64684
194,276,0,0,0,210,139,33,19,1,2,0,18,59,1,2,1,86,589,122,18,896,194,2,3,4.1262,1.9161300000000001,100,0,0,0,0,0,0,0,1,0,0,0,3,0.64684
195,701,0,0,0,439,220,117,28,24,13,0,18,0,0,0,3,23,96,0,119,259,402,2,3,4.00493,1.91976,100,0,0,0,1109,0,0,754,1,0,0,0,3,0.64684
196,1678,34,0,0,935,372,305,96,50,37,0,55,0,0,11,30,8,619,15,48,786,860,2,3,3.07796,2.30096,100,0,0,0,0,0,0,0,1,0,0,3,3,0.64684
197,176,11,0,0,69,21,15,14,1,12,0,219,0,5,14,31,142,1489,155,39,2094,63,2,3,2.79096,2.29704,100,0,0,0,0,0,0,0,1,0,0,3,3,0.64684
198,0,0,0,0,0,0,0,0,0,0,0,177,0,4,0,0,0,0,1483,115,1779,0,2,3,2.52189,2.26464,100,0,0,0,0,1,1,0,0,0,0,0,2,0.568966
199,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3.53682,2.31636,100,0,0,0,2922,0,0,0,0,0,0,3,2,0.568966
200,1011,4,0,3,498,192,140,47,41,46,0,22,0,0,0,35,2,248,93,84,484,466,2,3,4.45569,1.94384,100,0,0,0,0,4,159,0,0,0,0,3,2,0.568966
201,3946,0,0,0,1913,551,682,259,192,90,0,0,0,0,0,73,99,918,26,290,1406,1774,2,3,4.95016,1.94467,100,0,0,0,0,0,13,0,0,0,0,0,2,0.568966
202,277,0,0,0,149,59,47,14,13,6,0,85,0,18,90,54,239,862,202,35,1585,139,2,3,5.23021,2.31127,100,0,0,0,0,1,83,0,0,0,0,0,2,0.568966
203,593,0,0,0,316,112,114,31,32,6,0,20,0,6,112,24,410,121,169,39,901,295,2,3,3.39951,2.48653,100,0,0,0,0,0,0,0,0,0,0,0,2,0.568966
204,2273,0,0,0,1338,562,489,110,64,25,0,9,0,3,30,55,10,2078,131,16,2332,1250,2,3,2.81593,2.27229,100,0,0,0,0,0,11,0,0,0,0,0,2,0.568966
205,642,11,0,0,310,99,100,44,19,27,0,46,0,17,248,219,268,1238,1366,381,3783,289,2,3,3.89328,1.70974,100,0,0,0,0,0,0,0,0,0,0,3,2,0.568966
206,4918,0,0,0,2697,929,1049,325,171,45,0,40,0,12,130,150,138,1112,571,209,2362,2519,2,3,4.63726,2.95798,100,0,0,0,0,0,0,0,0,0,0,0,2,0.568966
207,0,97,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,110,12,21,156,0,2,3,3.56289,0,100,0,0,0,0,0,0,0,0,0,0,3,3,0.64684
208,187,0,0,0,88,23,40,12,0,8,166,36,0,1,0,1,0,13,2,102,321,83,2,3,4.60266,0.75,100,0,0,0,0,0,0,1,0,0,0,0,2,0.568966
209,63,0,0,0,42,15,24,0,0,0,0,644,0,23,94,98,21,427,276,64,1647,39,2,3,4.8029,0.688566,100,0,0,0,0,0,0,0,0,0,0,3,2,0.568966
210,981,223,0,0,584,225,247,38,28,7,0,330,0,9,73,193,678,1370,468,470,3591,545,2,3,5.21195,0.96944,100,0,0,0,0,0,0,0,0,0,0,3,2,0.568966
211,3602,0,0,0,2127,834,825,202,118,8,509,812,0,47,275,223,6,922,319,633,3746,1987,2,3,4.64589,1.09626,100,0,0,0,0,0,0,0,0,0,0,0,2,0.568966
212,2095,0,0,0,1255,499,501,108,55,10,0,276,0,8,1,84,43,970,124,126,1632,1173,2,3,4.1443,1.08409,100,0,0,0,0,0,309,0,0,0,0,0,2,0.568966
213,1038,0,117,6,478,162,137,98,37,32,0,411,0,19,6,483,134,1022,173,39,2287,466,2,3,3.67181,1.57281,100,0,0,0,0,0,5,80,0,0,0,0,2,0.568966
214,1981,0,0,0,1626,1280,267,17,11,9,0,207,0,7,75,34,7,564,94,127,1115,1584,2,3,4.11556,1.22261,100,0,0,0,0,0,17,1211,0,0,0,0,2,0.568966
215,638,6,0,0,370,142,142,36,26,0,0,202,0,3,31,29,569,745,17,11,1607,346,2,3,3.8621,1.57494,100,0,0,0,0,0,0,342,0,0,0,3,2,0.568966
216,2087,10,0,0,1095,345,420,168,64,26,0,503,0,30,23,196,70,1100,210,116,2248,1023,2,3,2.90547,1.90356,100,0,0,0,0,4,5,1010,0,0,0,3,2,0.568966
217,1718,0,0,0,1035,445,373,82,56,10,0,441,0,9,770,11,21,583,272,67,2174,966,2,3,3.05391,2.1095,100,0,0,0,0,0,946,0,0,0,0,0,2,0.568966
218,1303,0,0,0,746,317,251,76,11,41,0,276,0,3,576,3,10,114,91,66,1139,696,2,3,3.79296,1.67308,100,0,0,0,0,0,0,0,0,0,0,0,2,0.568966
219,274,0,0,0,150,68,37,15,13,7,0,63,0,1,4,1,167,358,29,21,644,140,2,3,3.65846,1.85467,100,0,0,0,0,0,0,0,0,0,0,0,2,0.568966
220,295,10,1,0,163,57,52,26,9,4,0,2690,48,3,59,20,1348,3537,69,41,7815,148,2,3,3.3742,2.14536,100,0,0,0,0,0,0,402,0,0,0,3,1,0.365672
221,2028,0,0,0,1186,617,264,114,77,39,0,863,0,1,23,57,56,1057,75,66,2198,1111,2,3,3.88151,2.24679,100,0,0,0,0,0,0,0,0,0,0,0,1,0.365672
222,341,0,0,0,157,40,48,30,5,19,0,42,0,0,0,0,2,245,2,20,311,142,2,3,5.95126,2.2344,100,0,0,0,601,0,35,11,0,0,0,0,6,0.84
223,410,19,0,0,182,59,44,36,8,23,0,325,0,1,9,0,79,1505,36,21,1976,170,1,5,6.24266,2.1668,100,0,0,902,0,9,0,0,0,0,0,3,1,0.365672
224,0,60,0,0,0,0,0,0,0,0,0,829,0,1,255,9,27,3863,6,20,5010,0,2,3,4.82787,2.21579,100,0,0,0,0,0,56,0,0,0,0,4,1,0.365672
225,0,0,0,0,0,0,0,0,0,0,0,1679,0,7,208,2,12,168,23,36,2135,0,1,5,4.38652,1.99134,100,0,0,0,0,1,0,0,0,0,0,0,1,0.365672
226,0,0,0,0,0,0,0,0,0,0,0,1218,0,7,7,9,11,152,24,32,1460,0,1,5,6.35647,2.03007,100,0,0,0,0,0,0,23,0,0,0,0,1,0.365672
227,0,0,0,0,0,0,0,0,0,0,0,472,0,3,1,1,10,397,10,17,911,0,1,5,6.40191,1.90744,100,0,0,0,0,0,0,0,0,0,0,0,1,0.365672
228,0,0,0,0,0,0,0,0,0,0,0,1115,0,5,31,36,109,749,61,19,2125,0,1,5,6.55029,1.79027,100,0,0,0,0,0,0,370,0,0,0,0,1,0.365672
229,0,0,0,0,0,0,0,0,0,0,0,701,0,6,14,6,11,580,16,16,1350,0,1,5,4.74498,1.81271,100,0,0,0,0,0,0,44,0,0,0,0,1,0.365672
230,185,253,0,0,164,128,24,3,0,0,0,149,0,1,1,0,104,171,18,25,469,155,1,5,4.88717,1.77172,100,0,0,0,76,0,32,0,0,0,0,3,1,0.365672
231,348,132,0,0,300,234,42,6,3,0,0,303,0,1,14,4,253,116,98,25,814,285,2,3,5.28578,1.72691,100,0,0,0,0,1,1,0,0,0,0,3,1,0.365672
232,115,0,0,0,108,90,8,3,0,0,0,865,0,5,5,43,9,122,18,40,1107,101,2,3,5.37068,1.46191,100,0,0,0,-0,0,0,705,0,0,0,0,1,0.365672
233,22,0,0,0,23,22,0,0,0,0,0,1073,0,5,100,7,544,558,23,15,2325,22,2,3,5.44274,1.3503,100,0,0,0,0,1,4,0,0,0,0,0,1,0.365672
234,4,0,0,0,4,4,0,0,0,0,0,830,0,18,654,77,130,500,107,31,2347,4,2,3,5.98429,1.25456,100,0,0,0,0,0,0,0,0,0,0,0,2,0.568966
235,289,0,0,0,263,211,32,2,2,0,0,1151,0,23,2,14,0,21,307,51,1569,247,1,5,8.32174,1.98858,100,0,0,0,0,1,51,43,0,0,0,0,1,0.365672
236,0,0,0,0,0,0,0,0,0,0,0,48,0,1,94,14,70,138,7,6,378,0,1,5,8.41316,2.00217,100,0,0,0,0,0,0,0,0,0,0,0,1,0.365672
237,0,0,0,0,0,0,0,0,0,0,0,1361,0,9,9,3,70,213,41,23,1729,0,1,5,6.58308,1.76227,100,0,0,0,0,0,0,0,0,0,0,0,1,0.365672
238,564,0,0,0,353,144,162,16,6,4,0,16,0,0,0,0,176,144,1,7,344,332,1,5,7.76658,2.00953,100,0,0,0,0,4,18,46,0,0,0,0,1,0.365672
239,0,0,0,0,0,0,0,0,0,0,0,549,0,9,258,20,569,1936,49,6,3396,0,1,5,8.2605,2.05089,100,0,0,0,0,0,0,235,0,0,0,0,1,0.365672
240,0,0,0,0,0,0,0,0,0,0,0,391,0,7,32,0,1361,1549,36,0,3376,0,1,5,8.21417,2.11209,100,0,0,0,0,0,0,0,0,0,0,0,1,0.365672
241,48,0,0,0,25,4,16,0,3,0,0,363,0,7,262,12,768,764,63,17,2256,23,1,5,7.74096,2.11532,100,0,0,0,0,0,0,0,0,0,0,0,1,0.365672
242,0,27,0,0,0,0,0,0,0,0,0,978,0,24,57,23,1552,1367,103,20,4124,0,1,5,7.63642,2.23089,100,0,0,0,0,5,1,0,0,0,0,3,1,0.365672
243,0,0,0,0,0,0,0,0,0,0,0,601,0,10,456,19,638,2932,55,0,4711,0,1,5,8.12903,2.26936,100,0,0,0,0,0,0,0,0,0,0,0,1,0.365672
244,156,0,0,0,69,13,27,15,6,4,0,504,0,10,591,7,306,842,100,28,2388,65,1,5,7.58108,2.47287,100,0,0,0,0,0,0,142,0,0,0,0,1,0.365672
245,0,0,0,0,0,0,0,0,0,0,0,1470,111,41,30,19,33,546,134,85,2469,0,1,5,7.09653,2.37773,100,0,0,0,0,0,1,2570,0,0,0,0,1,0.365672
246,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,190,0,1,5,6.43132,2.22378,100,0,0,0,794,0,0,873,0,0,0,0,1,0.365672
247,34,0,0,0,34,34,0,0,0,0,0,55,0,0,0,0,0,430,0,39,524,34,2,3,5.73062,2.33783,100,0,0,0,0,0,0,62,0,0,0,0,6,0.84
248,973,7,0,0,607,301,200,50,9,16,0,40,0,0,17,6,0,120,0,54,237,576,2,3,5.9262,2.37709,100,0,0,0,0,0,10,247,0,0,0,3,6,0.84
249,1064,0,0,0,737,409,234,34,0,17,0,78,13,0,0,25,123,253,367,130,989,694,2,3,7.42086,2.27097,100,0,0,0,0,0,28,0,0,0,0,0,1,0.365672
250,841,0,0,0,396,94,166,54,51,8,0,144,0,0,0,5,17,493,42,59,760,373,1,5,7.16553,2.29236,100,0,0,0,0,0,0,-0,0,0,0,0,1,0.365672
251,1606,0,0,0,912,381,323,117,38,12,0,7,0,0,9,0,25,149,1,11,202,871,1,5,7.74564,2.29231,100,0,0,0,0,1,52,24,0,0,0,0,1,0.365672
252,188,27,0,0,105,30,50,14,4,0,0,434,0,7,102,48,1169,2793,183,2,4738,98,1,5,8.19579,2.32065,100,6358,0,0,0,0,0,0,0,0,0,3,1,0.365672
253,545,28,0,0,352,180,103,38,5,5,0,116,0,9,0,2,0,398,104,69,698,331,1,5,8.36762,2.21379,100,0,0,0,0,0,15,0,0,0,0,3,1,0.365672
254,381,0,0,0,230,109,83,20,9,2,0,46,0,1,0,0,346,30,22,19,464,223,1,5,8.50168,2.15419,100,0,0,0,0,1,23,0,1,0,0,0,1,0.365672
255,327,0,0,0,233,83,74,8,15,2,0,933,85,21,173,192,401,1742,342,23,3912,182,1,5,8.42757,2.22022,100,46,0,0,0,0,17,142,1,0,0,0,1,0.365672
256,434,29,0,0,233,66,109,28,14,2,0,447,0,9,86,40,1237,2484,56,1,4360,219,1,5,8.39787,2.11566,100,0,0,0,0,0,11,0,0,0,0,3,1,0.365672
257,0,0,0,0,0,0,0,0,0,0,0,49,0,1,615,93,428,506,274,16,1982,0,1,5,8.40706,2.00718,100,0,0,0,0,0,0,0,0,0,0,0,1,0.365672
258,0,26,0,0,0,0,0,0,0,0,0,158,0,2,5,26,115,661,24,20,1011,0,1,5,8.51177,2.08975,100,0,0,0,0,0,0,0,0,0,0,3,1,0.365672
259,0,0,0,0,0,0,0,0,0,0,0,104,0,113,9,27,0,126,176,58,613,0,1,5,8.73388,2.13985,100,0,0,0,0,0,10,0,0,0,0,0,7,0.794953
260,502,0,0,0,241,103,61,36,12,23,0,94,0,18,25,16,110,447,47,49,806,235,1,5,8.61974,2.11549,100,0,0,0,0,1,0,30,0,0,0,0,1,0.365672
261,1563,0,0,0,727,262,174,132,44,74,0,29,0,7,3,60,225,98,74,56,552,686,1,5,8.61305,2.18608,100,436,0,0,0,0,0,55,0,0,0,0,1,0.365672
262,465,0,0,0,314,185,72,20,19,0,0,14,0,2,0,89,32,55,93,38,323,296,1,5,8.6198,2.19575,100,0,0,0,0,0,11,58,0,0,0,0,1,0.365672
263,316,0,0,0,201,109,55,9,15,1,0,30,0,5,6,55,113,243,62,35,549,189,1,5,8.40241,2.14413,100,0,0,0,0,1,0,0,0,0,0,0,1,0.365672
264,1466,31,0,0,697,228,221,114,41,45,0,20,0,2,0,12,68,289,137,68,596,649,1,5,8.4137,2.19584,100,0,0,0,0,0,996,219,0,0,0,3,1,0.365672
265,1472,269,0,0,730,266,194,104,60,49,0,13,164,1,0,6,42,101,67,16,410,673,2,3,8.61223,2.21157,100,0,0,0,0,4,27,169,0,0,0,3,1,0.365672
266,188,0,0,0,83,28,22,14,4,11,0,40,0,3,5,9,62,496,214,40,869,79,2,3,8.12161,2.20647,100,0,0,0,0,4,28,0,0,0,0,0,1,0.365672
267,3128,0,0,0,1595,612,530,208,143,52,0,0,0,0,0,0,0,0,0,0,0,1545,1,5,8.19828,2.18765,100,0,0,0,0,0,0,5,0,0,0,0,1,0.365672
268,1004,0,0,0,540,220,153,81,40,15,0,41,49,3,21,0,3,129,15,113,374,509,2,3,7.74085,2.2567,100,0,0,0,0,0,15,183,0,0,0,0,1,0.365672
269,261,0,0,0,133,49,41,17,16,3,0,22,0,0,0,0,17,162,13,37,251,126,2,3,7.53539,2.26157,100,0,0,0,0,0,0,0,0,0,0,0,1,0.365672
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,67,101,0,2,3,5.96938,2.34028,100,0,0,0,0,1,0,0,0,0,0,0,6,0.84
271,1315,0,0,0,652,256,157,73,68,48,0,166,0,0,0,14,36,430,154,64,864,602,3,1,3.13299,2.19506,100,0,0,388,1190,0,0,0,0,0,0,0,6,0.84
272,2064,21,0,0,876,200,253,141,117,83,0,92,0,0,7,10,27,252,209,58,655,794,3,1,3.13077,2.3751,100,0,0,0,0,0,237,0,0,0,0,3,6,0.84
273,3239,2,0,0,1460,396,503,218,157,80,0,69,0,0,0,18,18,223,6,78,412,1354,3,1,0,0,100,0,0,0,1698,0,0,29,0,0,0,3,24,0.797872
274,1860,0,0,0,992,384,307,132,63,42,0,16,0,0,4,5,9,150,0,16,200,928,3,1,4.15354,2.29478,100,0,0,0,86,0,0,286,0,0,0,0,24,0.797872
275,2955,0,0,0,1748,677,601,176,95,33,0,9,0,0,1,2,28,77,1,16,134,1582,3,1,2.02396,2.41357,100,0,0,0,0,1,0,259,0,0,0,0,24,0.797872
276,2874,0,0,0,1560,634,441,158,134,68,0,99,0,0,3,6,7,264,9,61,449,1435,3,1,2.23921,2.24412,100,0,0,269,0,0,0,346,0,0,0,0,24,0.797872
277,2257,0,0,0,1266,512,392,132,87,41,0,0,0,0,2,10,15,325,5,52,409,1164,3,1,1.9957,2.05366,100,0,0,108,0,0,135,0,0,0,0,0,24,0.797872
278,3722,0,0,0,1945,703,529,297,166,73,0,0,0,0,5,11,49,219,67,41,392,1768,2,3,4.72428,1.02814,100,0,0,0,0,0,0,734,0,0,0,0,24,0.797872
279,1015,80,0,0,590,267,137,78,60,0,0,23,0,0,3,0,6,385,7,20,444,542,2,3,2.95921,1.54192,100,0,0,846,0,0,0,80,0,0,0,3,24,0.797872
280,3475,0,0,0,2142,956,618,208,113,41,0,0,0,0,4,4,20,188,25,81,322,1936,3,1,2.29446,1.82,100,0,0,0,0,0,0,75,0,0,0,0,24,0.797872
281,4591,285,0,0,2588,1083,802,276,172,68,0,38,0,0,0,13,19,962,0,36,1068,2401,2,3,1.5,0,100,0,0,200,76,0,0,265,0,0,0,3,24,0.797872
282,1393,5,0,0,438,61,96,90,39,129,0,0,0,0,13,6,107,326,0,135,587,415,3,1,1.5,0,100,0,0,255,2088,0,0,813,0,0,0,3,24,0.797872
283,1052,9,0,0,357,75,130,40,32,53,0,43,0,0,2,15,13,211,35,28,347,330,3,1,0,0,100,0,0,0,0,0,0,41,0,0,0,1,24,0.797872
284,1600,0,0,0,408,59,65,81,31,156,0,0,0,0,31,8,5,59,0,41,144,392,3,1,0,0,100,0,0,0,0,0,0,656,0,0,0,0,24,0.797872
285,4234,5,0,0,1460,312,365,278,176,259,0,0,0,20,20,25,87,212,67,77,508,1390,3,1,0,0,100,0,0,0,726,0,270,0,0,0,0,3,6,0.84
286,3756,12,7,2,1207,219,393,225,76,254,0,64,0,7,13,18,22,839,57,74,1094,1167,3,1,0,0,100,0,0,1636,549,0,0,-0,0,0,0,3,6,0.84
287,963,33,0,0,427,105,124,77,50,34,0,0,0,0,1,1,2,79,4,6,93,390,3,1,0,0,100,0,0,0,0,9,0,49,0,0,0,4,6,0.84
288,1689,15,0,0,1017,453,336,82,54,15,0,45,0,0,4,77,4,332,21,43,526,940,3,1,3.125,0,100,0,0,0,0,1,32,359,0,0,0,3,6,0.84
289,792,6,0,0,233,33,88,27,7,74,0,68,0,0,0,4,14,283,6,46,421,229,3,1,4.25,5,100,0,0,0,0,0,0,0,0,0,0,3,6,0.84
290,2019,0,0,0,699,159,188,96,51,169,0,18,0,0,0,7,29,63,4,29,150,663,3,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,6,0.84
291,200,83,0,0,70,5,36,9,8,8,0,30,0,0,2,0,58,164,79,36,369,66,3,1,0,0,100,0,0,0,0,0,0,0,0,0,0,3,6,0.84
292,306,45,0,0,114,22,22,33,24,6,0,0,0,0,0,0,1,59,0,2,62,107,3,1,0,0,100,0,0,0,0,0,0,100,0,0,0,3,6,0.84
293,649,0,0,0,220,30,82,40,45,18,0,40,0,0,0,5,98,48,0,53,244,215,3,1,0,0,100,0,0,0,0,1,7,0,0,0,0,0,6,0.84
294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,100,0,0,0,0,1,2,29,0,0,0,0,6,0.84
295,2540,0,0,0,865,166,221,198,143,110,0,0,0,0,5,6,17,129,0,33,190,838,3,1,4.25,5,100,0,0,134,0,0,6,101,0,0,0,0,6,0.84
296,1654,28,0,0,613,105,182,129,131,45,0,26,0,0,20,13,39,2467,62,66,2693,592,3,1,4.25,5,100,0,0,218,0,0,0,293,0,0,0,4,6,0.84
297,814,3,0,0,309,59,90,69,47,36,0,0,0,0,4,13,13,472,4,51,557,301,3,1,3.56197,5,100,0,0,313,1119,0,0,161,0,0,0,3,6,0.84
298,1158,0,0,0,545,208,156,74,49,41,0,40,0,0,1,1,26,932,3,31,1034,528,3,1,3.1291,2.49,100,0,0,0,0,0,75,19,0,0,0,0,6,0.84
299,1103,0,0,0,456,97,127,106,55,37,0,37,0,2,0,0,4,337,13,45,438,422,3,1,3.13493,2.35102,100,0,0,285,0,0,0,6,0,0,0,0,6,0.84
300,1232,183,0,0,504,132,111,82,83,51,0,175,0,1,30,29,88,2612,139,41,3115,459,3,1,3.32184,2.24673,100,0,0,0,0,0,0,0,0,0,0,4,6,0.84
