TAZ,POP,GQ,HR,RC,HU,HH1,HH2,HH3,HH4,HH5,MILI,GOVT,HOTEL,AG,TCU,INDUS,FIRE,SERV,RETAIL,CSTR,TOTALEMP,TOTALHH,TERMTYPE,TERMTIME,WORK_DAILY,NONWRK_HRLY,PERCWLK,PRV_UNIV_ENROLL,PUB_UNIV_ENROLL,PRV_K12_ENROLL,PUB_K12_ENROLL,SCHOOLS,GQWRK,NONVISRET,VISPRCAUTO,VISPRCTOUR,MILI_BASE,GQTYPE,TD,SHRWRKPKGPROVIDED,occ_rate
139,3133,236,0,0,1588,476,541,222,128,73,0,91,0,0,34,41,71,518,297,108,1160,1440,3,1,0,1,100,0,0,0,2126,0,144,0,0,0,0,1,5,0.874251,0.9065902578796562
140,485,0,0,0,235,88,54,42,22,15,0,44,0,0,1,10,69,382,184,39,729,221,3,1,5.72778,1.29687,100,0,0,0,0,0,12,0,0,0,0,0,5,0.874251,0.939622641509434
141,744,0,0,0,435,187,140,40,28,9,0,85,0,0,0,39,105,101,58,39,427,404,3,1,2.44377,1.50619,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684,0.9287211740041929
142,492,129,0,0,332,206,57,35,5,8,0,15,0,0,13,2,105,606,163,33,937,311,3,1,2.8851,1.39087,100,0,0,0,0,0,0,337,0,0,0,1,25,0.30814,0.9371584699453552
143,2441,4,0,0,1253,419,417,189,78,60,0,32,0,0,6,79,9,165,20,34,345,1163,3,1,2.82389,1.549,100,0,0,0,554,0,0,0,0,0,0,1,3,0.64684,0.9278737791134485
144,2048,37,0,0,938,271,300,148,81,73,0,0,0,0,28,7,42,66,0,66,209,873,2,3,3.4,1.66332,100,0,0,0,0,0,0,348,0,0,0,1,3,0.64684,0.9302103250478011
145,1396,0,0,0,800,322,275,80,56,12,0,55,0,0,0,6,9,818,8,35,931,745,2,3,3.73151,2.00773,100,0,0,2573,998,0,0,71,0,0,0,0,3,0.64684,0.9307511737089202
146,1885,71,0,0,988,345,325,127,103,19,0,128,0,0,0,9,18,446,12,79,692,919,2,3,5.10235,1.82365,100,131,0,0,0,0,0,953,0,0,0,1,3,0.64684,0.9302120141342756
147,1181,0,555,409,709,296,246,85,22,10,0,0,0,0,2,1,2,99,0,17,121,659,2,3,4.34468,1.90539,100,0,0,0,0,0,0,1026,0,0,0,0,3,0.64684,0.9299191374663073
148,267,0,0,0,120,25,38,30,8,8,0,60,0,0,0,25,0,0,0,68,153,109,2,3,3.82625,1.66586,100,0,0,0,0,0,0,1486,0,0,0,0,3,0.64684,0.9047619047619048
149,236,0,0,0,123,45,39,11,20,0,0,0,0,0,0,0,4,18,0,41,63,115,2,3,3.89929,1.57205,100,0,0,0,0,0,0,80,0,0,0,0,3,0.64684,0.9344262295081968
150,1119,0,0,0,518,169,162,71,44,42,0,23,0,0,1,9,191,142,98,23,487,488,2,3,3.22097,1.57745,100,0,0,146,0,0,0,455,0,0,0,0,3,0.64684,0.9414893617021277
151,662,0,0,0,369,147,125,41,17,13,0,134,0,0,0,0,14,563,147,42,900,343,2,3,3.52272,1.41965,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684,0.9305912596401028
152,201,7,0,0,61,12,16,7,12,10,0,18,0,0,2,12,28,355,22,39,476,57,3,1,3.47765,1.25033,100,0,0,0,0,0,0,0,0,0,0,1,25,0.30814,0.9411764705882353
153,257,2,0,0,105,19,34,27,6,12,0,41,0,0,0,2,41,608,175,69,936,98,2,3,3.53606,1.31577,100,0,0,0,0,1,23,0,0,0,0,1,25,0.30814,0.9292035398230089
154,945,6,0,0,544,276,128,77,18,16,0,3,0,0,2,24,104,123,22,44,322,515,2,3,3.98446,1.33445,100,0,0,0,0,1,0,734,0,0,0,3,3,0.64684,0.9468085106382979
155,904,0,0,0,457,134,152,63,53,13,0,0,0,0,3,3,0,136,9,50,201,415,2,3,4.02315,1.38477,100,0,0,0,0,0,5,11,0,0,0,0,3,0.64684,0.9072847682119205
156,968,0,0,0,439,138,136,72,39,28,0,0,0,0,0,0,7,31,0,31,69,413,2,3,3.76281,1.10282,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684,0.9410480349344978
157,1303,0,0,0,645,228,162,117,57,32,0,0,0,0,0,9,50,41,9,68,177,596,2,3,3.43271,0.852894,100,0,0,0,0,1,0,47,0,0,0,0,3,0.64684,0.9245562130177515
158,1688,7,0,0,866,328,265,104,92,29,0,2,0,1,13,12,191,290,46,26,581,818,2,3,4.41057,1.29679,100,0,0,0,0,0,0,0,0,0,0,3,3,0.64684,0.9444444444444444
159,909,13,0,0,474,182,146,61,31,23,0,0,0,0,7,26,29,152,9,12,235,443,2,3,4.23572,1.22358,100,0,0,0,0,0,0,0,0,0,0,3,3,0.64684,0.9338842975206612
160,647,0,0,0,408,214,98,35,33,0,0,21,0,0,14,76,76,535,273,58,1053,380,2,3,4.68631,1.20514,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684,0.9316239316239316
161,285,0,0,0,111,30,22,19,7,25,0,2,0,0,0,0,2,136,19,45,204,103,3,1,5.03077,1.36184,100,0,0,0,0,4,0,0,0,0,0,0,3,0.64684,0.926829268292683
162,246,0,0,0,82,19,15,10,10,22,0,0,0,0,0,4,20,36,36,57,153,76,3,1,4.69935,1.44857,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684,0.9240506329113924
163,348,0,0,0,172,70,46,20,7,16,0,21,0,0,37,26,109,481,111,54,839,159,2,3,4.51462,1.33484,100,0,0,0,0,0,0,168,0,0,0,0,3,0.64684,0.9222222222222223
164,678,0,0,0,356,171,88,42,10,29,0,60,0,0,18,21,142,1059,232,86,1618,340,3,1,3.47394,1.31074,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684,0.9561643835616438
165,431,119,0,0,228,84,62,43,18,4,0,0,0,0,1,7,18,162,13,13,214,211,3,1,3.79522,1.5869,100,0,0,0,0,0,0,1183,0,0,0,4,3,0.64684,0.9256198347107438
166,646,29,0,0,269,47,107,41,33,23,0,32,0,0,3,0,2,2447,0,35,2519,251,3,1,3.35365,1.56685,100,0,0,0,30,0,0,1827,0,0,0,1,3,0.64684,0.9326241134751773
167,903,42,0,0,470,176,137,84,15,25,0,22,0,0,62,24,79,228,65,50,530,437,2,3,4.63419,1.26212,100,0,0,0,0,1,6,111,0,0,0,1,3,0.64684,0.9300411522633745
168,729,0,0,0,334,103,96,52,41,22,0,3,0,0,4,3,3,498,18,9,538,314,2,3,2.9848,1.19936,100,0,0,0,1547,0,0,0,0,0,0,0,3,0.64684,0.9396551724137931
169,695,5,0,0,439,225,96,49,22,7,0,51,0,1,61,82,30,531,217,63,1036,399,2,3,3.23545,1.18851,100,0,0,0,0,0,0,0,0,0,0,3,3,0.64684,0.9079903147699758
170,504,0,0,0,237,81,72,40,17,13,0,0,0,0,0,8,75,8,0,119,210,223,2,3,2.79603,1.17561,100,0,0,0,948,0,0,0,0,0,0,0,3,0.64684,0.9421487603305785
171,1277,7,0,0,759,383,179,67,34,36,0,21,0,0,3,12,33,73,83,131,356,699,2,3,2.38708,1.10929,100,0,0,0,0,0,0,457,0,0,0,3,3,0.64684,0.9207161125319693
172,574,0,0,0,302,121,74,31,21,25,0,12,0,0,10,0,35,249,99,35,440,272,2,3,2.3148,1.07726,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684,0.9
173,307,0,0,0,162,46,64,32,8,1,0,0,0,0,0,0,1,215,8,7,231,151,2,3,2.24894,1.10701,100,0,0,0,0,4,0,0,0,0,0,3,3,0.64684,0.9299363057324841
174,737,0,0,0,458,245,85,62,34,0,0,0,0,0,7,7,86,136,17,12,265,426,2,3,1.94008,1.06595,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684,0.9294117647058824
175,0,31,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,74,25,33,160,0,2,3,1.86369,1.83902,100,0,0,0,0,0,0,285,0,0,0,3,3,0.64684,NaN
176,0,0,0,0,0,0,0,0,0,0,0,305,37,0,13,93,177,2268,6,89,2988,0,2,3,1.63396,2.07673,100,0,0,0,0,0,0,460,1,0,0,0,3,0.64684,NaN
177,1781,72,0,0,992,422,390,73,3,39,0,8,0,0,7,17,31,409,3,10,485,927,2,3,1.57975,2.42099,100,0,0,0,0,0,0,499,1,0,0,4,3,0.64684,0.9340551181102362
178,538,0,0,0,346,101,103,34,18,7,0,89,838,8,7,6,136,632,117,19,1852,263,2,3,1.44913,1.99318,100,0,0,0,0,0,0,831,1,0,0,0,3,0.64684,0.7595628415300546
179,1017,0,0,0,669,356,197,45,17,11,0,117,0,20,203,47,516,1380,207,20,2510,626,2,3,1.79277,1.4211,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684,0.9357142857142857
180,227,0,0,0,90,12,26,25,22,0,0,35,0,1,12,4,41,294,230,60,677,85,2,3,3.98868,1.1326,100,0,0,0,0,0,0,72,0,0,0,0,3,0.64684,0.9456521739130435
181,2375,0,0,0,1292,627,337,133,50,93,0,41,0,2,8,80,25,215,37,41,449,1240,2,3,5.04894,1.06581,100,0,0,0,0,0,0,1217,1,0,0,0,3,0.64684,0.9595176571920758
182,1376,0,0,0,911,459,220,74,55,7,0,76,106,15,54,234,95,980,197,30,1787,815,2,3,6.74887,1.0268,100,0,0,0,0,0,0,0,1,0,0,0,3,0.64684,0.895040369088812
183,1624,0,0,0,1014,505,287,107,27,21,0,39,2,7,157,11,296,1247,420,22,2201,947,2,3,5.5245,1.14705,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684,0.9342857142857143
184,119,0,0,2,89,56,22,3,0,2,0,54,0,5,1,3,438,344,26,48,919,83,2,3,3.94581,1.35976,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684,0.9368421052631579
185,352,0,3199,2352,216,97,70,26,8,1,0,101,0,7,21,39,679,2790,240,13,3890,202,2,3,3.89439,1.40947,100,51,0,0,0,0,0,0,0,0,0,0,3,0.64684,0.9336283185840708
186,6,0,0,0,2,0,0,2,0,0,0,118,1264,7,7,55,36,910,5038,65,7500,2,2,3,2.35976,2.82385,100,0,0,0,0,4,10,0,0,0,0,0,26,0.941176,1
187,152,0,0,0,80,37,19,7,8,4,0,42,0,2,21,22,620,628,161,14,1510,75,2,3,5.79681,1.33517,100,0,0,0,0,0,0,0,0,0,0,0,3,0.64684,0.9333333333333333
188,1452,0,0,0,779,310,240,88,63,27,0,97,78,4,84,43,1100,3180,812,528,5926,728,2,3,6.3439,1.39876,100,0,0,0,0,0,18,0,0,0,0,0,3,0.64684,0.9341614906832298
189,1070,9,95,82,598,294,130,66,53,16,0,37,0,2,12,157,2129,279,119,23,2758,559,2,3,7.1703,1.16013,100,0,0,0,0,0,0,0,1,0,0,3,3,0.64684,0.934351145038168
190,2071,38,0,0,1219,635,310,126,41,46,0,53,0,1,13,54,153,759,192,46,1271,1158,2,3,5.47893,1.08008,100,0,0,0,0,0,0,0,1,0,0,1,3,0.64684,0.9500430663221361
191,1700,9,0,0,910,274,340,122,95,0,0,127,0,0,6,8,14,832,155,85,1227,831,2,3,4.89635,1.32306,100,0,0,291,0,0,0,1046,1,0,0,1,3,0.64684,0.9134487350199734
192,1447,0,0,0,758,340,168,60,61,68,0,42,0,2,8,43,225,368,246,58,992,697,2,3,5.8188,1.39478,100,0,0,0,0,0,0,0,1,0,0,0,3,0.64684,0.9200507614213198
193,643,0,0,0,346,145,85,40,27,15,0,159,0,4,28,129,491,1866,194,33,2904,312,2,3,6.1659,1.37979,100,43,0,0,0,0,0,0,1,0,0,0,3,0.64684,0.901685393258427
194,248,0,0,0,179,115,30,13,1,6,0,20,65,1,2,1,95,651,134,20,989,165,2,3,4.1262,1.9161300000000001,100,0,0,0,0,0,0,0,1,0,0,0,3,0.64684,0.9238095238095239
195,639,0,0,0,432,250,94,28,11,13,0,20,0,0,0,3,25,106,0,131,285,396,2,3,4.00493,1.91976,100,0,0,0,1109,0,0,754,1,0,0,0,3,0.64684,0.9157175398633257
196,1549,34,0,0,888,406,230,94,48,39,0,61,0,0,12,33,9,684,17,53,869,817,2,3,3.07796,2.30096,100,0,0,0,0,0,0,0,1,0,0,3,3,0.64684,0.9197860962566845
197,128,11,0,0,62,30,12,7,0,8,0,242,0,4,15,34,157,1646,172,43,2313,57,2,3,2.79096,2.29704,100,0,0,0,0,0,0,0,1,0,0,3,3,0.64684,0.9130434782608695
198,0,0,0,0,0,0,0,0,0,0,0,196,0,2,0,0,0,0,1639,127,1964,0,2,3,2.52189,2.26464,100,0,0,0,0,1,1,0,0,0,0,0,2,0.568966,NaN
199,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3.53682,2.31636,100,0,0,0,2922,0,0,0,0,0,0,3,2,0.568966,1
200,899,4,0,2,458,180,125,61,37,26,0,24,0,0,0,39,2,274,102,93,534,429,2,3,4.45569,1.94384,100,0,0,0,0,4,159,0,0,0,0,3,2,0.568966,0.9357429718875502
201,3890,0,0,0,1846,502,692,271,126,121,0,0,0,0,0,80,109,1015,29,321,1554,1712,2,3,4.95016,1.94467,100,0,0,0,0,0,13,0,0,0,0,0,2,0.568966,0.9273392577104025
202,296,0,0,0,141,43,46,18,18,7,0,94,0,12,99,60,264,953,224,39,1745,132,2,3,5.23021,2.31127,100,0,0,0,0,1,83,0,0,0,0,0,2,0.568966,0.9328859060402684
203,542,0,0,0,301,121,102,34,16,8,0,22,0,4,123,26,453,133,187,43,991,281,2,3,3.39951,2.48653,100,0,0,0,0,0,0,0,0,0,0,0,2,0.568966,0.9335443037974683
204,2299,0,0,0,1278,514,471,108,52,49,0,10,0,2,33,61,11,2297,144,18,2576,1194,2,3,2.81593,2.27229,100,0,0,0,0,0,11,0,0,0,0,0,2,0.568966,0.9342301943198804
205,545,11,0,0,263,87,75,43,21,19,0,51,0,11,274,242,296,1368,1510,421,4173,245,2,3,3.89328,1.70974,100,0,0,0,0,0,0,0,0,0,0,3,2,0.568966,0.932258064516129
206,4265,0,0,0,2361,831,919,281,136,38,0,44,0,8,143,166,152,1229,631,231,2604,2205,2,3,4.63726,2.95798,100,0,0,0,0,0,0,0,0,0,0,0,2,0.568966,0.9340007415647015
207,0,97,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,121,13,23,171,0,2,3,3.56289,0,100,0,0,0,0,0,0,0,0,0,0,3,3,0.64684,NaN
208,139,0,0,0,75,20,40,9,0,2,166,40,0,1,0,1,0,14,2,112,336,71,2,3,4.60266,0.75,100,0,0,0,0,0,0,1,0,0,0,0,2,0.568966,0.9431818181818182
209,62,0,0,0,37,14,15,2,3,0,0,712,0,15,104,108,23,473,305,71,1811,34,2,3,4.8029,0.688566,100,0,0,0,0,0,0,0,0,0,0,3,2,0.568966,0.9285714285714286
210,930,223,0,0,545,194,246,39,27,3,0,365,0,6,80,214,749,1515,518,520,3967,509,2,3,5.21195,0.96944,100,0,0,0,0,0,0,0,0,0,0,3,2,0.568966,0.9332191780821918
211,3367,0,0,0,1948,722,793,172,122,11,509,898,0,31,304,247,7,1019,353,700,4068,1820,2,3,4.64589,1.09626,100,0,0,0,0,0,0,0,0,0,0,0,2,0.568966,0.9341795956746591
212,1936,0,0,0,1146,470,420,112,55,14,0,305,0,5,1,93,47,1072,137,139,1799,1071,2,3,4.1443,1.08409,100,0,0,0,0,0,309,0,0,0,0,0,2,0.568966,0.9346613545816733
213,1106,0,97,5,501,167,152,81,48,40,0,454,0,13,7,534,148,1130,192,43,2521,488,2,3,3.67181,1.57281,100,0,0,0,0,0,5,80,0,0,0,0,2,0.568966,0.9748953974895398
214,2066,0,0,0,1726,1344,313,12,9,3,0,229,0,5,83,37,8,624,104,140,1230,1681,2,3,4.11556,1.22261,100,0,0,0,0,0,17,1211,0,0,0,0,2,0.568966,0.974169741697417
215,815,6,0,0,444,132,202,45,36,0,0,224,0,2,34,32,629,824,19,12,1776,415,2,3,3.8621,1.57494,100,0,0,0,0,0,0,342,0,0,0,3,2,0.568966,0.9351351351351351
216,1776,10,0,0,923,295,340,147,52,28,0,556,0,20,25,217,77,1216,232,128,2471,862,2,3,2.90547,1.90356,100,0,0,0,0,4,5,1010,0,0,0,3,2,0.568966,0.9342465753424658
217,1715,0,0,0,1005,421,364,80,56,17,0,488,0,6,852,12,23,644,301,74,2400,938,2,3,3.05391,2.1095,100,0,0,0,0,0,946,0,0,0,0,0,2,0.568966,0.9333333333333333
218,1508,0,0,0,821,323,266,114,10,53,0,305,0,2,637,3,11,126,100,73,1257,766,2,3,3.79296,1.67308,100,0,0,0,0,0,0,0,0,0,0,0,2,0.568966,0.9329758713136729
219,303,0,0,0,174,71,60,17,9,5,0,69,0,1,4,1,185,396,32,23,711,162,2,3,3.65846,1.85467,100,0,0,0,0,0,0,0,0,0,0,0,2,0.568966,0.9333333333333333
220,230,10,1,0,148,61,52,19,2,0,0,2974,53,2,65,22,1490,3911,76,45,8638,134,2,3,3.3742,2.14536,100,0,0,0,0,0,0,402,0,0,0,3,1,0.365672,0.9079754601226994
221,1878,0,0,0,1103,565,245,114,80,29,0,954,0,1,25,63,62,1169,83,73,2430,1033,2,3,3.88151,2.24679,100,0,0,0,0,0,0,0,0,0,0,0,1,0.365672,0.9367622259696459
222,333,0,0,0,145,24,49,34,11,13,0,46,0,0,0,0,2,271,2,22,343,131,2,3,5.95126,2.2344,100,0,0,0,601,0,35,11,0,0,0,0,6,0.84,0.9044585987261147
223,405,19,0,0,166,61,32,21,9,32,0,359,0,1,10,0,87,1663,40,23,2183,155,1,5,6.24266,2.1668,100,0,0,902,0,9,0,0,0,0,0,3,1,0.365672,0.9340659340659341
224,0,60,0,0,0,0,0,0,0,0,0,917,0,1,282,10,30,4271,7,22,5540,0,2,3,4.82787,2.21579,100,0,0,0,0,0,56,0,0,0,0,4,1,0.365672,NaN
225,0,0,0,0,0,0,0,0,0,0,0,1856,0,5,230,2,13,186,25,40,2357,0,1,5,4.38652,1.99134,100,0,0,0,0,1,0,0,0,0,0,0,1,0.365672,NaN
226,0,0,0,0,0,0,0,0,0,0,0,1346,0,5,8,10,12,169,26,35,1611,0,1,5,6.35647,2.03007,100,0,0,0,0,0,0,23,0,0,0,0,1,0.365672,NaN
227,0,0,0,0,0,0,0,0,0,0,0,522,0,2,1,1,11,438,11,19,1005,0,1,5,6.40191,1.90744,100,0,0,0,0,0,0,0,0,0,0,0,1,0.365672,NaN
228,0,0,0,0,0,0,0,0,0,0,0,1233,0,4,34,40,120,828,67,21,2347,0,1,5,6.55029,1.79027,100,0,0,0,0,0,0,370,0,0,0,0,1,0.365672,NaN
229,0,0,0,0,0,0,0,0,0,0,0,774,0,4,15,7,12,641,18,18,1489,0,1,5,4.74498,1.81271,100,0,0,0,0,0,0,44,0,0,0,0,1,0.365672,NaN
230,223,253,0,0,192,143,34,4,0,0,0,165,0,1,1,0,115,189,20,28,519,181,1,5,4.88717,1.77172,100,0,0,0,76,0,32,0,0,0,0,3,1,0.365672,0.9451219512195121
231,423,132,0,0,353,264,58,9,4,0,0,335,0,1,15,4,280,128,108,28,899,335,2,3,5.28578,1.72691,100,0,0,0,0,1,1,0,0,0,0,3,1,0.365672,0.95
232,152,0,0,0,134,102,20,2,1,0,0,956,0,4,6,47,10,134,20,44,1221,125,2,3,5.37068,1.46191,100,0,0,0,-0,0,0,705,0,0,0,0,1,0.365672,0.9351851851851852
233,22,0,0,0,23,22,0,0,0,0,0,1186,0,4,110,8,601,617,25,17,2568,22,2,3,5.44274,1.3503,100,0,0,0,0,1,4,0,0,0,0,0,1,0.365672,0.9565217391304348
234,5,0,0,0,5,5,0,0,0,0,0,918,0,12,723,85,143,553,118,34,2586,5,2,3,5.98429,1.25456,100,0,0,0,0,0,0,0,0,0,0,0,2,0.568966,1
235,338,0,0,0,301,246,27,2,8,0,0,1272,0,15,2,15,0,23,339,56,1722,283,1,5,8.32174,1.98858,100,0,0,0,0,1,51,43,0,0,0,0,1,0.365672,0.9391634980988594
236,0,0,0,0,0,0,0,0,0,0,0,53,0,1,104,15,77,152,8,7,417,0,1,5,8.41316,2.00217,100,0,0,0,0,0,0,0,0,0,0,0,1,0.365672,NaN
237,0,0,0,0,0,0,0,0,0,0,0,1505,0,6,10,3,77,236,45,25,1907,0,1,5,6.58308,1.76227,100,0,0,0,0,0,0,0,0,0,0,0,1,0.365672,NaN
238,541,0,0,0,319,117,149,22,6,6,0,18,0,0,0,0,195,160,1,8,382,300,1,5,7.76658,2.00953,100,0,0,0,0,4,18,46,0,0,0,0,1,0.365672,0.9405099150141643
239,0,0,0,0,0,0,0,0,0,0,0,607,0,6,285,22,629,2140,54,7,3750,0,1,5,8.2605,2.05089,100,0,0,0,0,0,0,235,0,0,0,0,1,0.365672,NaN
240,0,0,0,0,0,0,0,0,0,0,0,432,0,5,35,0,1505,1712,40,0,3729,0,1,5,8.21417,2.11209,100,0,0,0,0,0,0,0,0,0,0,0,1,0.365672,NaN
241,38,0,0,0,24,6,16,0,0,0,0,401,0,5,290,13,849,845,69,19,2491,22,1,5,7.74096,2.11532,100,0,0,0,0,0,0,0,0,0,0,0,1,0.365672,0.92
242,0,27,0,0,0,0,0,0,0,0,0,1081,0,16,63,25,1715,1511,114,22,4547,0,1,5,7.63642,2.23089,100,0,0,0,0,5,1,0,0,0,0,3,1,0.365672,NaN
243,0,0,0,0,0,0,0,0,0,0,0,664,0,7,505,21,705,3241,61,0,5204,0,1,5,8.12903,2.26936,100,0,0,0,0,0,0,0,0,0,0,0,1,0.365672,NaN
244,173,0,0,0,73,12,27,17,9,4,0,557,0,7,653,8,338,931,110,31,2635,69,1,5,7.58108,2.47287,100,0,0,0,0,0,0,142,0,0,0,0,1,0.365672,0.9420289855072463
245,0,0,0,0,0,0,0,0,0,0,0,1625,122,27,33,21,36,604,148,94,2710,0,1,5,7.09653,2.37773,100,0,0,0,0,0,1,2570,0,0,0,0,1,0.365672,NaN
246,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,210,0,1,5,6.43132,2.22378,100,0,0,0,794,0,0,873,0,0,0,0,1,0.365672,NaN
247,44,0,0,0,44,44,0,0,0,0,0,61,0,0,0,0,0,476,0,43,580,44,2,3,5.73062,2.33783,100,0,0,0,0,0,0,62,0,0,0,0,6,0.84,1
248,923,7,0,0,598,312,189,47,4,15,0,44,0,0,19,7,0,132,0,60,262,567,2,3,5.9262,2.37709,100,0,0,0,0,0,10,247,0,0,0,3,6,0.84,0.9489291598023064
249,1125,0,0,0,729,351,273,41,0,21,0,86,14,0,0,28,136,280,405,143,1092,686,2,3,7.42086,2.27097,100,0,0,0,0,0,28,0,0,0,0,0,1,0.365672,0.9416553595658074
250,787,0,0,0,389,105,158,61,35,7,0,160,0,0,0,6,19,545,46,65,841,366,1,5,7.16553,2.29236,100,0,0,0,0,0,0,-0,0,0,0,0,1,0.365672,0.9419191919191919
251,1805,0,0,0,995,389,365,131,54,11,0,8,0,0,10,0,28,165,1,12,224,950,1,5,7.74564,2.29231,100,0,0,0,0,1,52,24,0,0,0,0,1,0.365672,0.9550438596491229
252,220,27,0,0,126,44,51,18,5,0,0,480,0,5,112,53,1292,3088,203,2,5235,118,1,5,8.19579,2.32065,100,6358,0,0,0,0,0,0,0,0,0,3,1,0.365672,0.9333333333333333
253,480,28,0,0,316,165,92,32,5,3,0,128,0,6,0,2,0,440,115,76,767,297,1,5,8.36762,2.21379,100,0,0,0,0,0,15,0,0,0,0,3,1,0.365672,0.9403409090909091
254,322,0,0,0,209,107,80,11,3,2,0,51,0,1,0,0,382,33,24,21,512,203,1,5,8.50168,2.15419,100,0,0,0,0,1,23,0,1,0,0,0,1,0.365672,0.9695652173913043
255,345,0,0,0,238,82,72,11,20,1,0,1031,94,14,192,213,443,1926,378,25,4316,186,1,5,8.42757,2.22022,100,46,0,0,0,0,17,142,1,0,0,0,1,0.365672,0.7811158798283262
256,401,29,0,0,223,65,112,20,13,0,0,495,0,6,95,44,1367,2746,62,1,4816,210,1,5,8.39787,2.11566,100,0,0,0,0,0,11,0,0,0,0,3,1,0.365672,0.9399141630901288
257,0,0,0,0,0,0,0,0,0,0,0,54,0,1,680,102,474,560,303,18,2192,0,1,5,8.40706,2.00718,100,0,0,0,0,0,0,0,0,0,0,0,1,0.365672,NaN
258,0,26,0,0,0,0,0,0,0,0,0,175,0,1,6,29,127,730,26,22,1116,0,1,5,8.51177,2.08975,100,0,0,0,0,0,0,0,0,0,0,3,1,0.365672,NaN
259,0,0,0,0,0,0,0,0,0,0,0,115,0,76,10,30,0,139,195,64,629,0,1,5,8.73388,2.13985,100,0,0,0,0,0,10,0,0,0,0,0,7,0.794953,NaN
260,473,0,0,0,232,93,61,41,21,10,0,104,0,12,28,18,121,495,52,54,884,226,1,5,8.61974,2.11549,100,0,0,0,0,1,0,30,0,0,0,0,1,0.365672,0.975103734439834
261,1438,0,0,0,724,293,180,120,37,53,0,32,0,5,3,66,249,108,82,62,607,683,1,5,8.61305,2.18608,100,436,0,0,0,0,0,55,0,0,0,0,1,0.365672,0.9436038514442916
262,470,0,0,0,321,191,73,23,16,0,0,15,0,1,0,98,35,61,102,42,354,303,1,5,8.6198,2.19575,100,0,0,0,0,0,11,58,0,0,0,0,1,0.365672,0.9426751592356688
263,344,0,0,0,213,113,56,7,22,2,0,33,0,4,7,61,125,269,68,39,606,200,1,5,8.40241,2.14413,100,0,0,0,0,1,0,0,0,0,0,0,1,0.365672,0.9402985074626866
264,1340,31,0,0,706,287,216,94,26,34,0,22,0,1,0,13,75,319,151,75,656,657,1,5,8.4137,2.19584,100,0,0,0,0,0,996,219,0,0,0,3,1,0.365672,0.9311334289813487
265,1483,269,0,0,743,268,192,109,86,30,0,14,182,1,0,7,46,111,74,18,453,685,2,3,8.61223,2.21157,100,0,0,0,0,4,27,169,0,0,0,3,1,0.365672,0.9219178082191781
266,186,0,0,0,87,30,22,12,19,0,0,44,0,2,6,10,68,549,237,44,960,83,2,3,8.12161,2.20647,100,0,0,0,0,4,28,0,0,0,0,0,1,0.365672,0.9518072289156626
267,3098,0,0,0,1590,596,549,230,111,54,0,0,0,0,0,0,0,0,0,0,0,1540,1,5,8.19828,2.18765,100,0,0,0,0,0,0,5,0,0,0,0,1,0.365672,0.9686520376175548
268,963,0,0,0,523,224,151,59,35,24,0,45,54,2,23,0,3,142,17,125,411,493,2,3,7.74085,2.2567,100,0,0,0,0,0,15,183,0,0,0,0,1,0.365672,0.9425925925925925
269,229,0,0,0,130,54,45,13,9,2,0,24,0,0,0,0,19,180,14,41,278,123,2,3,7.53539,2.26157,100,0,0,0,0,0,0,0,0,0,0,0,1,0.365672,0.9473684210526315
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,74,111,0,2,3,5.96938,2.34028,100,0,0,0,0,1,0,0,0,0,0,0,6,0.84,NaN
271,1215,0,0,0,618,277,111,77,59,47,0,184,0,0,0,15,40,476,171,71,957,571,3,1,3.13299,2.19506,100,0,0,388,1190,0,0,0,0,0,0,0,6,0.84,0.9233128834355828
272,1967,21,0,0,837,209,242,126,85,97,0,101,0,0,8,11,30,279,231,64,724,759,3,1,3.13077,2.3751,100,0,0,0,0,0,237,0,0,0,0,3,6,0.84,0.906392694063927
273,3137,2,0,0,1400,392,467,207,151,81,0,76,0,0,0,20,20,247,7,86,456,1298,3,1,0,0,100,0,0,0,1698,0,0,29,0,0,0,3,24,0.797872,0.9273972602739726
274,1663,0,0,0,923,391,278,100,58,36,0,18,0,0,4,6,10,166,0,18,222,863,3,1,4.15354,2.29478,100,0,0,0,86,0,0,286,0,0,0,0,24,0.797872,0.9354838709677419
